Metadata_platename,Metadata_well,sen_score,std_sen_score,cell_no,number_sen
E31L458-3,P09,2.7272490342504523,0.734912079203006,1236,331
E31L458-3,P10,2.7315042009934762,0.7417320417097973,1292,348
E31L458-3,P11,2.678648576639755,0.6858363990867199,1024,220
E31L458-3,P12,2.8148181028681627,0.7354377422631105,1404,432
E31L458-3,P13,2.7174621425903585,0.7078341886604234,994,240
E31L458-3,P14,3.2793520343633187,0.7656552365286585,308,180
E31L458-3,P15,2.6985939135174877,0.6777759830897611,1297,292
E31L458-3,P16,3.0653025250774197,0.4464803320801228,70,51
E31L458-3,P17,2.7220658740584414,0.6875135309166696,1226,278
E31L458-3,P18,3.278187538818198,0.034258715893599787,97,95
E31L458-3,P19,2.8774347094695774,0.7030747676476604,1462,454
E31L458-3,P20,2.65452188087834,0.7317506048273505,1187,263
E31L458-3,P21,2.7394137916071246,0.7099911705971238,1182,306
E31L458-3,P22,2.723153649716793,0.7223711557263837,1081,275
E31L458-3,P23,2.8096292697675493,0.7443266949879069,147,54
E31L458-3,P24,2.9121917743588477,0.7113132654150846,206,78
E31L459-0-5,A01,2.7740259090403807,0.7062369918515973,1098,298
E31L459-0-5,A02,2.6725510381549977,0.7468510414332911,887,213
E31L459-0-5,A03,2.707335019366642,0.7012735516693308,907,216
E31L459-0-5,A04,2.7485348567454517,0.6796652581716047,1135,282
E31L459-0-5,A05,2.675488416533122,0.7019319407346978,916,218
E31L459-0-5,A06,2.643895448008976,0.7826284678535381,780,208
E31L459-0-5,A07,2.704839340383129,0.6868656464931882,741,176
E31L459-0-5,A08,2.741346426393063,0.6740838250289717,632,167
E31L459-0-5,A09,2.6876568627772914,0.6757470212112369,645,151
E31L459-0-5,A10,2.689142792874241,0.7262207648129669,859,209
E31L459-0-5,A11,2.665600925203408,0.7382663791389301,843,207
E31L459-0-5,A12,2.6954706238141752,0.6663602986547604,740,166
E31L459-0-5,A13,2.6564330968888674,0.7393595761475853,941,223
E31L459-0-5,A14,2.7977102802114433,0.7221192230958241,670,200
E31L459-0-5,A15,2.694794310044959,0.702591505649255,917,206
E31L459-0-5,A16,2.655173119965773,0.6684050722637415,879,202
E31L459-0-5,A17,2.7357438073082885,0.7003589075382051,935,233
E31L459-0-5,A18,2.6952671780737383,0.689022299764558,903,203
E31L459-0-5,A19,2.7831207740261497,0.7273053842928598,518,162
E31L459-0-5,A20,2.7219338095937524,0.6957172444255973,843,224
E31L459-0-5,A21,2.5578636443383815,0.8191023927631742,804,178
E31L459-0-5,A22,2.6333439789928432,0.7538763226806386,615,161
E31L459-0-5,A23,2.68064031805031,0.748136374594522,622,172
E31L459-0-5,A24,2.669187159989986,0.7568018899168657,763,204
E31L459-0-5,B01,2.729082535798272,0.7302136590104638,952,244
E31L459-0-5,B02,2.699155593457624,0.7317833911365071,1109,286
E31L459-0-5,B03,2.6913763067147434,0.6812264618332331,1080,239
E31L459-0-5,B04,2.6999853200088375,0.7022962226894124,941,214
E31L459-0-5,B05,2.665057150570522,0.7191711797085008,929,206
E31L459-0-5,B06,2.7080856540487273,0.6811751924803022,1013,231
E31L459-0-5,B07,2.6731852148132944,0.6642426070469182,880,187
E31L459-0-5,B08,2.70928135306976,0.6889565554070234,845,207
E31L459-0-5,B09,2.6879588409647104,0.6909954815142694,915,217
E31L459-0-5,B10,2.297351654786258,0.6703703454508666,857,99
E31L459-0-5,B11,2.655609037536196,0.7119190048291896,972,207
E31L459-0-5,B12,2.67148475589416,0.711791634172899,973,213
E31L459-0-5,B13,2.7406351250006025,0.6818401504337873,1066,266
E31L459-0-5,B14,2.701743309310064,0.6948496639190445,981,232
E31L459-0-5,B15,2.72085974213538,0.7199912434275209,987,262
E31L459-0-5,B16,2.6163773299948114,0.6528805074566648,944,180
E31L459-0-5,B17,2.7610251933896928,0.7004508360434472,892,235
E31L459-0-5,B18,2.6789844965138676,0.6674880902922056,1012,223
E31L459-0-5,B19,2.649277461907886,0.6566594265076381,952,190
E31L459-0-5,B20,2.7137090329834015,0.7173311106564925,1148,296
E31L459-0-5,B21,2.674131329734566,0.7108454882759426,992,239
E31L459-0-5,B22,2.72826772385951,0.6969513388694728,1124,264
E31L459-0-5,B23,2.5788329875560567,0.7433567473257393,1015,212
E31L459-0-5,B24,2.7774483772766305,0.7302687873902494,1193,333
E31L459-0-5,C01,2.707222431390082,0.7424454137968672,987,258
E31L459-0-5,C02,2.707706550751623,0.752539716997167,1179,324
E31L459-0-5,C03,2.7033525798707636,0.6692312579722555,1150,264
E31L459-0-5,C04,2.7196130428338994,0.6800255132794503,1147,255
E31L459-0-5,C05,2.773155975866749,0.6989468633030848,1199,318
E31L459-0-5,C06,2.7904696860777416,0.6837409016867563,1093,297
E31L459-0-5,C07,2.656135517196663,0.7105438681452759,1016,234
E31L459-0-5,C08,2.7249108780248603,0.7077163369481165,981,250
E31L459-0-5,C09,2.677862540086975,0.6704238851139489,812,185
E31L459-0-5,C10,2.723065359220098,0.6991772667700795,832,212
E31L459-0-5,C11,2.6932180333290994,0.7195056484265897,1144,287
E31L459-0-5,C12,2.777806126584623,0.6594060938402675,1077,282
E31L459-0-5,C13,2.7051804017105896,0.7103035055805754,981,231
E31L459-0-5,C14,2.684469191124318,0.6755649899700403,879,186
E31L459-0-5,C15,2.7560129949233123,0.6932712696584806,1052,262
E31L459-0-5,C16,2.7237338033284937,0.6549872334016428,1108,246
E31L459-0-5,C17,2.7480544507601774,0.6994059178881963,1175,306
E31L459-0-5,C18,2.7191468169041353,0.7089168439799944,1194,287
E31L459-0-5,C19,2.7070501258569584,0.7027508423841144,1101,263
E31L459-0-5,C20,2.6803496115111614,0.7054791836559048,1116,262
E31L459-0-5,C21,2.6629588959193855,0.7502002989169094,1131,283
E31L459-0-5,C22,3.230049223215781,0.7559304470789479,240,136
E31L459-0-5,C23,2.674015174283698,0.7312045905848995,1214,281
E31L459-0-5,C24,2.7763982320147194,0.7319707668378148,1045,309
E31L459-0-5,D01,2.7327984761806183,0.73422237700866,1147,310
E31L459-0-5,D02,2.547768564737861,0.7700227617237466,763,190
E31L459-0-5,D03,2.7378011530642237,0.6825500385139663,1202,306
E31L459-0-5,D04,2.7736195886999018,0.7152660349738843,1102,299
E31L459-0-5,D05,2.7505109868805033,0.6824129676326071,1087,273
E31L459-0-5,D06,2.696827651944887,0.6854667915561239,1263,294
E31L459-0-5,D07,2.690443150288119,0.749539732130325,1148,288
E31L459-0-5,D08,2.6974382262615135,0.7264166188340215,966,239
E31L459-0-5,D09,2.702232394946073,0.7495607160271517,1256,325
E31L459-0-5,D10,2.6799021474202327,0.6801818738253256,1048,251
E31L459-0-5,D11,2.694986139985503,0.6930724759410863,1142,279
E31L459-0-5,D12,2.727969192294774,0.6858655194733535,1147,281
E31L459-0-5,D13,2.7318440767090117,0.7023011105248501,1033,244
E31L459-0-5,D14,2.646066871790268,0.7140444799502317,822,185
E31L459-0-5,D15,2.726547371353729,0.7253234766332675,1124,290
E31L459-0-5,D16,2.7938451555046435,0.6864319481642254,1173,332
E31L459-0-5,D17,2.710146726729118,0.6879947555760084,1218,278
E31L459-0-5,D18,2.737438856582103,0.6724038826193701,1080,261
E31L459-0-5,D19,2.7127576351134,0.7055186044108558,1191,270
E31L459-0-5,D20,2.7616108719566976,0.6914673113181015,1308,347
E31L459-0-5,D21,2.7538997355221246,0.669496215908395,1141,277
E31L459-0-5,D22,2.744467681329293,0.696315260571067,1187,302
E31L459-0-5,D23,2.7169730313904825,0.7032130142743297,1227,303
E31L459-0-5,D24,2.7287325823455797,0.7447785848514138,1206,330
E31L459-0-5,E01,2.6948581146435067,0.7366205280373643,1111,288
E31L459-0-5,E02,2.725046856352684,0.7511146981183762,1226,314
E31L459-0-5,E03,2.979741222525742,0.7447328648588045,229,99
E31L459-0-5,E04,2.7168532472593045,0.693622931122055,1159,269
E31L459-0-5,E05,2.741322828997393,0.6789614921319391,941,225
E31L459-0-5,E06,2.741833386655311,0.7082601509876254,1180,296
E31L459-0-5,E07,2.749973484840119,0.6705272144963091,1209,291
E31L459-0-5,E08,2.7582214808567063,0.687045879879976,1224,319
E31L459-0-5,E09,2.7193334735652077,0.6844256715368974,1158,278
E31L459-0-5,E10,2.7390898308942737,0.7063403169110898,1222,311
E31L459-0-5,E11,2.7124473295023273,0.7089930343772284,1090,273
E31L459-0-5,E12,2.7703192740039038,0.7109048413292526,1103,290
E31L459-0-5,E13,2.745136807650222,0.7049448303516702,1268,315
E31L459-0-5,E14,2.727067253903462,0.7160151092819618,1153,267
E31L459-0-5,E15,2.7296434866910317,0.6616240466369671,1287,301
E31L459-0-5,E16,2.6681362488482994,0.695364728788122,1285,276
E31L459-0-5,E17,2.729280085501415,0.709467483179348,1232,300
E31L459-0-5,E18,2.7067188199336183,0.6515063696507981,1203,269
E31L459-0-5,E19,2.6982569659449522,0.6948224200026991,1234,279
E31L459-0-5,E20,2.7353242553973485,0.7053357748572011,1116,277
E31L459-0-5,E21,2.7292117112949366,0.6801280565882671,1238,309
E31L459-0-5,E22,2.7621437471921304,0.6672094227422843,1266,317
E31L459-0-5,E23,2.707666329151596,0.6970128262834184,1282,309
E31L459-0-5,E24,2.784503084722308,0.6902662299477507,1194,353
E31L459-0-5,F01,2.717639922032818,0.7133075807967125,1075,256
E31L459-0-5,F02,2.7425825751827864,0.7184748338795212,1172,317
E31L459-0-5,F03,2.7114926044504633,0.6916525351518504,1051,265
E31L459-0-5,F04,2.690320288141509,0.7293701229899867,1258,311
E31L459-0-5,F05,2.7866297692453474,0.7111727815777169,1046,278
E31L459-0-5,F06,2.6679274950755194,0.7379953829793425,1152,271
E31L459-0-5,F07,2.678890848938452,0.7301380374684433,1278,315
E31L459-0-5,F08,2.6352671522820525,0.678767747470562,1263,264
E31L459-0-5,F09,2.7484083054431157,0.6740138275191017,1355,335
E31L459-0-5,F10,2.749768865660737,0.6940579573034434,1194,321
E31L459-0-5,F11,2.638971616892756,0.723608372082273,1364,301
E31L459-0-5,F12,2.712440309934379,0.7161221374810148,1226,305
E31L459-0-5,F13,2.722485282491383,0.6834069252460093,1202,290
E31L459-0-5,F14,2.7873454581519694,0.6937400399855855,1182,319
E31L459-0-5,F15,2.7540740527957643,0.6535887437505347,1250,303
E31L459-0-5,F16,2.6338685966257773,0.7079827376522618,1213,268
E31L459-0-5,F17,2.713219109549844,0.701570340930133,1186,281
E31L459-0-5,F18,2.7447928729932767,0.7130126841848479,1242,322
E31L459-0-5,F19,2.708067579544451,0.7361465766111813,1007,259
E31L459-0-5,F20,2.714603669264702,0.6939365768590641,1227,300
E31L459-0-5,F21,2.8090234579646474,0.6808477475468658,1245,342
E31L459-0-5,F22,2.6909264246890054,0.7304768435533783,1173,284
E31L459-0-5,F23,2.7375086584829487,0.754383725813248,1273,348
E31L459-0-5,F24,2.733373391405518,0.7267300693162998,1212,352
E31L459-0-5,G01,2.748707970814514,0.7188886793381082,1132,289
E31L459-0-5,G02,2.7122066772891,0.7416589031088981,1233,343
E31L459-0-5,G03,2.7720591001921444,0.7088272886579021,1197,327
E31L459-0-5,G04,2.78052003144113,0.7243740590525816,1103,321
E31L459-0-5,G05,2.744509837538477,0.6607241866742065,1321,319
E31L459-0-5,G06,2.67631755361879,0.7053119098324931,1248,291
E31L459-0-5,G07,2.8366143169685256,0.7003849957230891,1434,430
E31L459-0-5,G08,2.7263883097280464,0.6977804699521992,1290,310
E31L459-0-5,G09,2.773480879170937,0.7108548635663825,1173,318
E31L459-0-5,G10,2.7253845545357867,0.7062038411797416,1137,306
E31L459-0-5,G11,2.80929798106216,0.620888254841388,555,130
E31L459-0-5,G12,2.773544866381351,0.6787207503847495,1294,352
E31L459-0-5,G13,2.7427575884516653,0.6887822181230714,1277,317
E31L459-0-5,G14,2.6887086141603143,0.6944269642506908,1242,288
E31L459-0-5,G15,2.7517158683976572,0.7102611816409418,1265,319
E31L459-0-5,G16,2.7135198632425297,0.6919209532301986,1212,293
E31L459-0-5,G17,2.7394769852279315,0.6746287544688585,1317,319
E31L459-0-5,G18,2.7665492699727463,0.6990204376191292,1286,350
E31L459-0-5,G19,2.76472324334063,0.6855448198155567,1281,333
E31L459-0-5,G20,2.757655091940865,0.7068112520895015,1393,377
E31L459-0-5,G21,2.7634926609148893,0.6924833012054945,1308,340
E31L459-0-5,G22,2.746652460616324,0.7258616111761493,1244,326
E31L459-0-5,G23,2.788686584792764,0.7249413674428656,1414,399
E31L459-0-5,G24,2.7651646309534157,0.7295125360576147,1283,355
E31L459-0-5,H01,2.726634438547355,0.7093122654885838,1139,292
E31L459-0-5,H02,2.690954235399483,0.7279725295742532,1215,294
E31L459-0-5,H03,2.7112980921687457,0.703779891386179,1131,281
E31L459-0-5,H04,2.692070371676486,0.6885530846122004,1320,327
E31L459-0-5,H05,2.7119457699682883,0.6961658407932474,1190,291
E31L459-0-5,H06,2.768949272116008,0.7018571592660154,1282,329
E31L459-0-5,H07,2.7234623819421695,0.7033252009190729,972,245
E31L459-0-5,H08,2.7419207245616226,0.6965990242659894,1297,334
E31L459-0-5,H09,2.744911351557066,0.7094065173308525,1461,386
E31L459-0-5,H10,2.851987737494535,0.7122099916994178,1857,577
E31L459-0-5,H11,2.7704683088956856,0.6796191865324379,1325,355
E31L459-0-5,H12,2.7861481382028086,0.6869627741501467,1372,364
E31L459-0-5,H13,2.7322000289956714,0.6867694327413187,1340,324
E31L459-0-5,H14,2.7544120561204704,0.7060182202384325,1237,348
E31L459-0-5,H15,2.760932968837374,0.6824022518364798,1221,296
E31L459-0-5,H16,2.741362637819743,0.7065089064752015,1255,321
E31L459-0-5,H17,2.700263427798236,0.6807005079940195,1278,285
E31L459-0-5,H18,2.825688321820875,0.7316841139235513,1406,427
E31L459-0-5,H19,2.8533681467633647,0.6968165212852594,1404,447
E31L459-0-5,H20,2.7684165548776827,0.728089991022293,1406,402
E31L459-0-5,H21,2.810918884290216,0.678737085214152,1302,364
E31L459-0-5,H22,2.745229948136371,0.6350037878479997,132,27
E31L459-0-5,H23,2.7477192624528506,0.742272620826493,1269,342
E31L459-0-5,H24,2.6841903993254883,0.7242082185795814,1331,309
E31L459-0-5,I01,2.7217271084505317,0.7147402240246347,1153,294
E31L459-0-5,I02,2.7712092187831576,0.728589293403563,1228,341
E31L459-0-5,I03,2.7157772878871222,0.7280084161284152,1327,331
E31L459-0-5,I04,2.8121092047564176,0.6879381586940264,1168,324
E31L459-0-5,I05,2.710162544437308,0.7097457017933649,1173,287
E31L459-0-5,I06,2.810756225998874,0.6517371854207853,696,163
E31L459-0-5,I07,2.701991068667369,0.692172450266702,1280,292
E31L459-0-5,I08,2.706571722791975,0.6714622744632736,1166,267
E31L459-0-5,I09,2.7420659229218796,0.6590529082610289,1036,257
E31L459-0-5,I10,2.7444877668104324,0.6925680392260537,1213,305
E31L459-0-5,I11,2.6922507901546915,0.7399823841026485,1129,273
E31L459-0-5,I12,2.7359625469314413,0.7093635073030528,1173,292
E31L459-0-5,I13,2.7402116408521677,0.7090712401475744,1200,314
E31L459-0-5,I14,2.6791825424617204,0.7239762575393519,1386,335
E31L459-0-5,I15,3.286212512962637,0.6575239695334536,590,315
E31L459-0-5,I16,2.758948246906487,0.6720566108103038,1052,265
E31L459-0-5,I17,2.7123631610390007,0.6993634479244297,1285,311
E31L459-0-5,I18,2.707174750634003,0.6964852333668998,1159,271
E31L459-0-5,I19,2.7421868507743996,0.6860361583128586,1184,302
E31L459-0-5,I20,2.756614169768821,0.6916642569664236,1306,345
E31L459-0-5,I21,2.7026018569263126,0.7185376526738648,1278,319
E31L459-0-5,I22,2.5282210036019435,0.7405905709367391,827,162
E31L459-0-5,I23,2.7075719126848994,0.7514730105865838,1205,306
E31L459-0-5,I24,2.735585058980558,0.7316136972550661,1138,301
E31L459-0-5,J01,2.7599079337749837,0.7378063290575451,1318,371
E31L459-0-5,J02,2.7434012399162997,0.7122647242006264,1272,338
E31L459-0-5,J03,2.7151097890466374,0.6982819179443043,1216,299
E31L459-0-5,J04,2.706509779919606,0.7185592479246394,1183,295
E31L459-0-5,J05,2.72723648675423,0.708989140938521,1221,304
E31L459-0-5,J06,2.7744472317258726,0.7074128307065712,1258,331
E31L459-0-5,J07,2.8056612877622573,0.7062449839067629,1321,386
E31L459-0-5,J08,2.73032940670242,0.7169250791907739,1226,307
E31L459-0-5,J09,2.7585308095551033,0.7083287829286697,1233,321
E31L459-0-5,J10,2.7744328314142828,0.7039435508069555,1102,299
E31L459-0-5,J11,2.713158956924345,0.7113334951362555,1425,343
E31L459-0-5,J12,2.695147611192045,0.6907018800377578,1218,308
E31L459-0-5,J13,2.7364477371386897,0.7112187634015333,1351,346
E31L459-0-5,J14,2.7387150117488446,0.7037345692913056,1203,312
E31L459-0-5,J15,2.7518598407152464,0.6981980219098537,1292,338
E31L459-0-5,J16,2.721965574276234,0.7065360974845246,1239,304
E31L459-0-5,J17,2.613174055748333,0.7466287290591869,1333,311
E31L459-0-5,J18,2.7523959323203546,0.7012076348152738,1279,330
E31L459-0-5,J19,2.7479953317870116,0.699966063123771,1146,293
E31L459-0-5,J20,2.7688498661303296,0.6886175231307333,1216,324
E31L459-0-5,J21,2.680622276318911,0.72129107083484,1321,317
E31L459-0-5,J22,2.716636617862165,0.6723342158126078,1350,326
E31L459-0-5,J23,2.688793012016875,0.7003411419022247,1314,300
E31L459-0-5,J24,2.7810366316887194,0.738307521599676,1245,351
E31L459-0-5,K01,2.8169631076665227,0.7520869812366707,1256,399
E31L459-0-5,K02,2.7490295518795813,0.7108021577603566,1179,312
E31L459-0-5,K03,2.7501782028157242,0.7071602971634744,1183,302
E31L459-0-5,K04,2.6913865796339125,0.695249674442244,1221,277
E31L459-0-5,K05,2.7274316582847216,0.6872039775113973,1155,273
E31L459-0-5,K06,2.71327748705511,0.6817195358606866,1143,273
E31L459-0-5,K07,2.726982577642217,0.6972968921715876,1194,306
E31L459-0-5,K08,2.7561522099633007,0.7249527077958225,1399,363
E31L459-0-5,K09,2.7713754038133005,0.6765024119991939,1318,356
E31L459-0-5,K10,2.769183094120373,0.6785932544498062,1217,302
E31L459-0-5,K11,2.7559222091376414,0.6925015029610007,1309,340
E31L459-0-5,K12,2.672564651000819,0.6516245785715131,1090,226
E31L459-0-5,K13,2.691932798760328,0.7454667480700619,1278,325
E31L459-0-5,K14,2.6838365320183097,0.6938867026277277,1316,301
E31L459-0-5,K15,2.7115700161892207,0.6698493901533964,1110,264
E31L459-0-5,K16,2.746516265406124,0.7077230722063358,1280,324
E31L459-0-5,K17,2.7018521966940554,0.7064922028094083,1216,291
E31L459-0-5,K18,2.7401158970850696,0.6675423501945692,1201,304
E31L459-0-5,K19,2.7023499158724866,0.711154200943265,1314,316
E31L459-0-5,K20,2.720505354811052,0.7160757806478516,1256,316
E31L459-0-5,K21,2.772037369656525,0.6905624141323504,1398,382
E31L459-0-5,K22,2.2644139230332136,0.6580099939819861,214,15
E31L459-0-5,K23,2.6376611349125048,0.7487490968237064,1089,240
E31L459-0-5,K24,2.7165707591285906,0.7652601536636016,1216,329
E31L459-0-5,L01,2.7719069945121886,0.7282843884350472,1131,315
E31L459-0-5,L02,2.7320448116904545,0.7259026366725629,1237,335
E31L459-0-5,L03,2.83749444985155,0.6772957853050426,995,284
E31L459-0-5,L04,2.694223567231016,0.7143554297601731,1140,276
E31L459-0-5,L05,2.7089670781597377,0.6815416002671024,1306,308
E31L459-0-5,L06,2.7508716629619547,0.6796108606362736,1304,317
E31L459-0-5,L07,2.738207477128755,0.6807189862413873,1245,305
E31L459-0-5,L08,2.7315472895629744,0.681689017777702,1286,320
E31L459-0-5,L09,2.7855764743226556,0.7060936116505371,1279,342
E31L459-0-5,L10,2.7510288083987273,0.6940247013802671,1208,310
E31L459-0-5,L11,2.723417099457409,0.6968959549090352,1356,334
E31L459-0-5,L12,2.847198143613241,0.6765432135994306,237,80
E31L459-0-5,L13,2.7443725167069517,0.7089347826138779,1257,320
E31L459-0-5,L14,2.723412074534544,0.7039015058205569,1264,313
E31L459-0-5,L15,2.700766447025278,0.686655424286346,1265,296
E31L459-0-5,L16,2.7244363803026133,0.7025672807226233,1258,301
E31L459-0-5,L17,2.7406835065253192,0.6766987659912901,1220,300
E31L459-0-5,L18,2.74161743557205,0.7294588584414895,1218,339
E31L459-0-5,L19,2.7672139288626867,0.696045386804647,1217,312
E31L459-0-5,L20,2.7147536147512468,0.7057181815928345,1164,291
E31L459-0-5,L21,2.7030576231285344,0.7389670245425523,1324,335
E31L459-0-5,L22,2.6773970523354045,0.6978330528161807,1259,289
E31L459-0-5,L23,2.7327940183801913,0.7266135156439526,1268,333
E31L459-0-5,L24,2.7380629504654532,0.721479907176121,1314,351
E31L459-0-5,M01,2.8514625859167957,0.7280847718222064,167,69
E31L459-0-5,M02,2.8814465880623343,0.6757039865028467,173,61
E31L459-0-5,M03,2.6941541249215692,0.7165802120735233,1169,272
E31L459-0-5,M04,2.7355376470366197,0.6876906064983678,1268,315
E31L459-0-5,M05,2.7015717528472836,0.690845401070489,1277,306
E31L459-0-5,M06,2.748389789104058,0.6878564068105016,1165,303
E31L459-0-5,M07,2.6922662777916924,0.6680745433027073,1161,251
E31L459-0-5,M08,2.739781046131873,0.7086928415267587,1300,338
E31L459-0-5,M09,2.72373132634347,0.6882376773383163,1243,304
E31L459-0-5,M10,2.722898318893968,0.7178188721349897,1283,327
E31L459-0-5,M11,2.7489798854658614,0.695945092213758,1205,307
E31L459-0-5,M12,2.7410331158468755,0.7010132124022846,1236,322
E31L459-0-5,M13,2.7439235744719968,0.7038135184930783,1377,362
E31L459-0-5,M14,2.704989463989222,0.7057994874455334,1198,277
E31L459-0-5,M15,2.737436820614872,0.7296887641790555,1211,308
E31L459-0-5,M16,2.7004248691753734,0.7244865328855575,1201,320
E31L459-0-5,M17,2.7110311035817287,0.6909394742728904,1328,319
E31L459-0-5,M18,2.754120398527489,0.6564235442706066,1228,307
E31L459-0-5,M19,2.733765991516382,0.7146198497842021,1375,356
E31L459-0-5,M20,2.700229744248316,0.6975983315527434,1225,286
E31L459-0-5,M21,2.7001799585158444,0.6939183815113897,1367,355
E31L459-0-5,M22,2.694017957417987,0.688002031778089,1175,272
E31L459-0-5,M23,2.893051435627696,0.6592011256433948,146,59
E31L459-0-5,M24,2.8174645347705125,0.6841353936356149,160,62
E31L459-0-5,N01,2.944087580791945,0.6777739931873035,190,80
E31L459-0-5,N02,2.940521670525946,0.6869732633230223,159,66
E31L459-0-5,N03,2.7894758777787043,0.6905258672681855,1490,406
E31L459-0-5,N04,2.7085578333461027,0.6927589213586037,1255,305
E31L459-0-5,N05,3.101990781831574,0.7123845226869373,463,203
E31L459-0-5,N06,2.7393113030533573,0.6871337341790119,1178,281
E31L459-0-5,N07,2.7114288495399257,0.684003219883684,1190,285
E31L459-0-5,N08,2.727861634137308,0.6311483574863183,1144,245
E31L459-0-5,N09,2.6990028261938366,0.7030874923896143,1374,323
E31L459-0-5,N10,2.72042213309311,0.6971303526949959,1332,321
E31L459-0-5,N11,2.7150773876954686,0.7001039122435203,1343,320
E31L459-0-5,N12,2.280252031901725,0.6927881035776495,1136,125
E31L459-0-5,N13,2.744542383803176,0.7016298119002614,1345,366
E31L459-0-5,N14,2.686334867447841,0.6831498629229386,1283,321
E31L459-0-5,N15,2.621972847544579,0.7585691507551015,1081,252
E31L459-0-5,N16,2.6601082825424207,0.7040430315861003,1112,251
E31L459-0-5,N17,2.694107519667108,0.7048287575229151,1259,311
E31L459-0-5,N18,2.7011201913043275,0.6902855066129494,1255,294
E31L459-0-5,N19,2.6787872486035282,0.6952783929471562,1325,303
E31L459-0-5,N20,2.7304359576577384,0.7148827014487075,1304,325
E31L459-0-5,N21,2.6881434459988567,0.7246743308748546,1364,341
E31L459-0-5,N22,2.7278629910493195,0.6645154048168822,964,247
E31L459-0-5,N23,2.7808185003186265,0.7378238396313382,172,59
E31L459-0-5,N24,2.956809261108815,0.7146927379967658,180,81
E31L459-0-5,O01,2.907810284194864,0.6651797939988433,144,60
E31L459-0-5,O02,2.9351522314761693,0.6405396115104135,151,59
E31L459-0-5,O03,2.697257653758441,0.6831576181756008,1037,234
E31L459-0-5,O04,2.71401302379199,0.7032458261223842,1245,307
E31L459-0-5,O05,2.705804383550305,0.7265099929605001,1310,334
E31L459-0-5,O06,2.7506455622268744,0.6993264146021514,1421,374
E31L459-0-5,O07,2.7013811012223816,0.7231812831559957,1150,281
E31L459-0-5,O08,2.738292280490945,0.7110779416734649,1053,272
E31L459-0-5,O09,2.761425582744347,0.6823644022892023,1304,328
E31L459-0-5,O10,2.687695145134927,0.7128646954265907,1357,330
E31L459-0-5,O11,2.700998449962886,0.7077958096856791,1397,339
E31L459-0-5,O12,2.6250410384528293,0.7644144498371364,426,109
E31L459-0-5,O13,2.6598659002286356,0.7137465865737358,1397,324
E31L459-0-5,O14,2.6944435710149435,0.7128300118461174,1363,318
E31L459-0-5,O15,2.729533737448265,0.6427895625835927,914,209
E31L459-0-5,O16,2.74063247913004,0.698746600472139,1212,302
E31L459-0-5,O17,2.823388057239949,0.7009181398663749,1174,345
E31L459-0-5,O18,2.7206615370832,0.6883821269405133,1349,324
E31L459-0-5,O19,2.847980538919094,0.6861059264121379,1389,413
E31L459-0-5,O20,2.7974846918752756,0.7319014914952644,1352,385
E31L459-0-5,O21,2.689886508601246,0.711690127993665,1173,269
E31L459-0-5,O22,2.6759992759996454,0.703603547669531,1130,265
E31L459-0-5,O23,2.969068629997796,0.6559698923788256,156,77
E31L459-0-5,O24,2.9184205610520864,0.6835614502364858,205,94
E31L459-0-5,P01,2.909713585077305,0.6799459998078908,143,60
E31L459-0-5,P02,2.955754352325829,0.7246983217460333,179,85
E31L459-0-5,P03,2.696452350619911,0.7223593051860292,1288,304
E31L459-0-5,P04,2.7298639098340822,0.6934822351317168,1289,303
E31L459-0-5,P05,2.6637816040469082,0.7538275826598608,1108,270
E31L459-0-5,P06,2.5647073589423717,0.8405670211014828,1071,249
E31L459-0-5,P07,2.7864659762755077,0.6914470033881331,1301,375
E31L459-0-5,P08,2.683546666826359,0.730270347493951,1164,278
E31L459-0-5,P09,2.6776547601126732,0.7431591206129898,1158,281
E31L459-0-5,P10,2.776618708152613,0.705244615669732,1214,340
E31L459-0-5,P11,2.5881836180717013,0.7358516154701106,1289,288
E31L459-0-5,P12,2.715888593726432,0.6670622251419602,977,224
E31L459-0-5,P13,2.6828046261878242,0.8069502882233747,1230,304
E31L459-0-5,P14,2.7194524848652795,0.7370835576699307,1053,271
E31L459-0-5,P15,2.7016509674325806,0.7409454289434427,1110,284
E31L459-0-5,P16,2.720532968090225,0.7012755740257673,1156,280
E31L459-0-5,P17,2.766824775197528,0.709335537095245,1448,393
E31L459-0-5,P18,2.736831163384822,0.7340432897320103,1314,355
E31L459-0-5,P19,2.7164071265979177,0.7118168276593141,1347,342
E31L459-0-5,P20,2.73520270610878,0.704917009684572,1312,350
E31L459-0-5,P21,2.7203137642183983,0.6898331026224435,1208,313
E31L459-0-5,P22,2.741606627464818,0.6939288651064287,1272,328
E31L459-0-5,P23,2.9670285366750795,0.6757054290786942,187,80
E31L459-0-5,P24,2.830787320507297,0.7471271601402892,168,63
E31L459-3,A01,2.7683513832889437,0.7183523678434127,826,215
E31L459-3,A02,2.656668387613582,0.7462306751965129,837,197
E31L459-3,A03,2.6495554319151684,0.7310943633850311,954,222
E31L459-3,A04,2.810328326278425,0.717296493121044,1070,318
E31L459-3,A05,2.7081492886996323,0.7629445866141954,977,249
E31L459-3,A06,2.649969601556364,0.6852340326775531,937,200
E31L459-3,A07,2.641638254884787,0.6483581986648286,537,108
E31L459-3,A08,2.7091324721731445,0.7249151399850876,807,202
E31L459-3,A09,2.75595320722805,0.6957431484026326,767,199
